title,blog_url,affiliate_link,mood_text
ユン・シャン伝 ～江湖 復讐の嵐～,https://poupe.hatenadiary.jp/search?q=%E6%F3%FB%B7%E3%F3%1D%20%5E%5F%56%20%A9%90%6E%50%5E,https://www.amazon.co.jp/%E3%83%A6%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%B3%E4%BC%9D-%EF%BD%9E%E6%B1%9F%E6%B9%96-%E5%BE%A9%E8%AE%90%E3%81%AE%E5%B5%90%EF%BD%9E/dp/B0DHVHCX33?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1XC9LSB6T1Y4P&dib=eyJ2IjoiMSJ9.4iK-wTEaKnwaKT2J6lcdlzwzmwcrH1MVkEBfujf_u3d2zNqNH8bFLDdKmbAS-NU8pqa87JP-f9Q_QJi0XLP5tNtipxZsphW9mKeQCRImoelb48U-skoCAXEXxYUigY7tenCNq0dquUuQPvsEesAlVZY_Wljknv4n69ysPcJIsU0khYcOiMwI20PgFk2G_PYGAWAu8vFv5rnjmcF2ivx2qa5Vtv3gejwPmYsmliEs20WpiORwPHPCLfhdiar2Fbk4Vn0fSvRzAj808SnyjGJzMpGOIHynTs2Wu2Tv8F1DBCw.OB1PifdY5MyJGfFnqG9LGO4PYEiEcNZ--xGNs9fjRls&dib_tag=se&keywords=%E3%83%A6%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%B3%E4%BC%9D+%EF%BD%9E%E6%B1%9F%E6%B9%96+%E5%BE%A9%E8%AE%90%E3%81%AE%E5%B5%90%EF%BD%9E&qid=1765779225&sprefix=%E3%83%A6%E3%83%B3+%E3%82%B7%E3%83%A3%E3%83%B3%E4%BC%9D+%E6%B1%9F%E6%B9%96+%E5%BE%A9%E8%AE%90%E3%81%AE%E5%B5%90+%2Caps%2C212&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=71ab033017a629eaae50dadd2f9d17a5&language=ja_JP&ref_=as_li_ss_tl,"武侠, SF, アクション, 復讐, 笑える, イケメン"
長安二十四時,https://poupe.hatenadiary.jp/search?q=%77%89%8C%41%DB%42,https://www.amazon.co.jp/%E9%95%B7%E5%AE%89%E4%BA%8C%E5%8D%81%E5%9B%9B%E6%99%82-%E5%AD%97%E5%B9%95%E7%89%88/dp/B092Y97SVZ?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3DCPXXMFRVQCM&dib=eyJ2IjoiMSJ9.9he9pcxHi9KLIN2AoKHLxRKreFuyv8Ugbp7ncwoPkyuvC-VDiwVTCz_rbMMCnOZ7bXqL_rTnc7crd7CYWzTAku8kaTh2_NxsHxON2-k8BKeDWf0QCDzGD8h_fgYLShAzzs56WhFo6iuTYt9e7k6xAu3mIChS3LmyTvKugKZXrRj9MwCnZOw3AWGbkglp1-jYjGaQEYf65UFgeLEFfiJ1L585GTV4y2pzy9PymSBAZgpLOAx4Og9lqa2539v1IsLT0i5sPGS3SM-fjzB_xyMtx-PYkiBqjoWUEAIn_oG89Zs.IZzIgrvZGOsrGp8ojtnMby1gWrN57zLfgMWmnNOsQBo&dib_tag=se&keywords=%E9%95%B7%E5%AE%89%E4%BA%8C%E5%8D%81%E5%9B%9B%E6%99%82&qid=1765779239&sprefix=%E9%95%B7%E5%AE%89%E4%BA%8C%E5%8D%81%E5%9B%9B%E6%99%82%2Caps%2C208&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=8229b4b7f42786c98d8f7cdad1801f7b&language=ja_JP&ref_=as_li_ss_tl,"復讐, 仲間, 泣ける, 切ない, ハッピーエンド, イケメン"
キミだけのヒーローになりたい,https://poupe.hatenadiary.jp/search?q=%AD%DF%60%51%6E%D2%FC%ED%FC%6B%6A%8A%5F%44,https://www.amazon.co.jp/gp/video/detail/B0B763K7LN?sr=1-1&pageTypeIdSource=ASIN&pageTypeId=B0B763L86L&qid=1765779255217&linkCode=ll2&tag=poupe-22&linkId=77942834f2f2ee8348186f20b800a005&language=ja_JP&ref_=as_li_ss_tl,"秘密, 甘い, シリアス, ほのぼの, イケメン, 俳優"
月光変奏曲 〜君とつくる恋愛小説〜,https://poupe.hatenadiary.jp/search?q=%08%49%09%4F%F2%20%1C%1B%68%64%4F%8B%4B%1B%0F%AC%1C,https://www.amazon.co.jp/%E6%9C%88%E5%85%89%E5%A4%89%E5%A5%8F%E6%9B%B2%EF%BD%9E%E5%90%9B%E3%81%A8%E3%81%A4%E3%81%8F%E3%82%8B%E6%81%8B%E6%84%9B%E5%B0%8F%E8%AA%AC%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0B8TF9BN2?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1LDXIAD8FI5YH&dib=eyJ2IjoiMSJ9.juh_1u7RYvwiV8aYnPCu3Xq9oCqSN9QuFIhZ2vVEzNcKj2ujdXXtHDL6zVJ3yqeDpZNhMQ0LYdrNyihlN7eUTr2B3MsRlonNMfLnqQpE_LoVnCGBXEq18vhYUfIi58QITt8YfiRW1rPzzaTBvFvhbBLS6rfaP5ZDvWX_8M1TcEgqCVZiGSUW-2lyHNHBjpb2N0IqT4KfknJEsWVZwaiO5coF_lsbKqOKmTAUD74z_Ceb7yvlhCbxU0d674taS5fjXCtHG4EoWeCx1eIW6kvZ9Ta3UlJZc7v21IoguT6er7I.VwOE64BpBDfz-hSzUCsvizp6uX75VAiNS9suickNWKA&dib_tag=se&keywords=%E6%9C%88%E5%85%89%E5%A4%89%E5%A5%8F%E6%9B%B2+%E3%80%9C%E5%90%9B%E3%81%A8%E3%81%A4%E3%81%8F%E3%82%8B%E6%81%8B%E6%84%9B%E5%B0%8F%E8%AA%AC%E3%80%9C&qid=1765779272&sprefix=%E6%9C%88%E5%85%89%E5%A4%89%E5%A5%8F%E6%9B%B2+%E5%90%9B%E3%81%A8%E3%81%A4%E3%81%8F%E3%82%8B%E6%81%8B%E6%84%9B%E5%B0%8F%E8%AA%AC+%2Caps%2C208&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=328e123c97bab385ddf080b7ed3c22a8&language=ja_JP&ref_=as_li_ss_tl,"現代劇, SF, ホラー, 甘い, 癒し, イケメン, 女優, ラブストーリー"
今宵、若様は恋に落ちる,https://poupe.hatenadiary.jp/search?q=%CA%B5%01%E5%D8%6F%4B%6B%3D%61%8B%08%9F%4C%1A%25%FA%A6%CC%BA%09,https://www.amazon.co.jp/%E4%BB%8A%E5%AE%B5%E3%80%81%E8%8B%A5%E6%A7%98%E3%81%AF%E6%81%8B%E3%81%AB%E8%90%BD%E3%81%A1%E3%82%8B-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0CBL44KXM?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=RLM10AAAQGN4&dib=eyJ2IjoiMSJ9.s5DYgAmL6pEYWrgB2YHPGbBb5bfktRscfv60cDfbNJRJKMv8k8gNiHBTZkcaEfUekAXk2j95Y6h5d5wacFeoeVgaoIpZHBLPqVwnJzIGWP8.EKWE2n84G882L2Lqzkd4zCWPXr3S9z46cgNU5U8_3FU&dib_tag=se&keywords=%E4%BB%8A%E5%AE%B5%E3%80%81%E8%8B%A5%E6%A7%98%E3%81%AF%E6%81%8B%E3%81%AB%E8%90%BD%E3%81%A1%E3%82%8B&qid=1765779291&sprefix=%E4%BB%8A%E5%AE%B5+%E8%8B%A5%E6%A7%98%E3%81%AF%E6%81%8B%E3%81%AB%E8%90%BD%E3%81%A1%E3%82%8B%2Caps%2C234&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=6666f244bea6e4326125a6f1b520db55&language=ja_JP&ref_=as_li_ss_tl,"ラブコメ, 記憶喪失, 泣ける, 笑える, コメディ, シリアス, イケメン, 女優, ラブストーリー"
花の都に虎われて ～The Romance of Tiger and Rose～,https://poupe.hatenadiary.jp/search?q=%B1%6E%FD%6B%4E%8F%8C%66%20%5EThe%20Romance%20of%20Tiger%20and%20Rose%5E,https://www.amazon.co.jp/%E8%8A%B1%E3%81%AE%E9%83%BD%E3%81%AB%E8%99%8E%E3%82%8F%E3%82%8C%E3%81%A6%EF%BD%9E-Romance-Tiger-Rose%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B09RSP5SGN?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1BWV4RB1TF0A2&dib=eyJ2IjoiMSJ9.Ep1XHfzVpKyvusB-YASv4EWhNMcBm7DwNGjmjs9b7yJb_enRSiIPSbzfgxnQcKAq1Wzb69fMO4nzAlvpNsm2x9kDYVLZ7ZszOEycJuvnvICePZ9QcULdX4gTOua8E0EMsb8sB2OVgnovTNDKFik03CcAr7MpNuu00q1pLp4bIJJmmC_dXvncnVsXKVG69uCCGpvGCoF_wh6H0NMdmSUepGGj2kFejzUGf1mODtDKJiJLTUBormGUkGU6XEqLFVn6bZp6ExEx-tczH4poY5L_Bbu_IEyqVsX2NvDinOfRGSc.pzOj5bmJxlcJE4bDrabGgbP7RSdD1cKz4M7w0VNOzFk&dib_tag=se&keywords=%E8%8A%B1%E3%81%AE%E9%83%BD%E3%81%AB%E8%99%8E%E3%82%8F%E3%82%8C%E3%81%A6+%EF%BD%9EThe+Romance+of+Tiger+and+Rose%EF%BD%9E&qid=1765779311&sprefix=%E8%8A%B1%E3%81%AE%E9%83%BD%E3%81%AB%E8%99%8E%E3%82%8F%E3%82%8C%E3%81%A6+the+romance+of+tiger+and+rose+%2Caps%2C180&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=c2972f16568e46d4e4ff5cc7a1453c3d&language=ja_JP&ref_=as_li_ss_tl,"ラブコメ, 秘密, コメディ, シリアス, 俳優, 女優"
玉昭令,https://poupe.hatenadiary.jp/search?q=%89%2D%E4,https://www.amazon.co.jp/%E7%8E%89%E6%98%AD%E4%BB%A4/dp/B0DJP1Y5C5?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=264R0H391FH0G&dib=eyJ2IjoiMSJ9._4XOTL9_5xjkPdg7gtm4H0mvpP-Jn5O4sVswafq4Ug67N9CS43g_ZPrsnM2lbO0WDjA_FlkLsNzdGeRFPYNXUCHlKKr25upRWkMzA2tLSoeGxbGVPo9F2Oby2x9qiY9W54Tql6fkrKnHDIX4dvTjDzpWkpXns06NxFZ3ReUCiBmB-W6UWwPXOb57iB7O5SBsARqGLl7jzuqoR4mttpnqUKwPwHzLVwulwAfVPsym-w9PR3qNCtjlQoOSzwGjI_k5AxPxAAdTGE6foPgSZc5BXdOWrxNa4Pp4PJDiCGfGMeI.qW4Cq2eryq1anpgr4Y1tWgk4eu4hG2t74r1B4HDy59I&dib_tag=se&keywords=%E7%8E%89%E6%98%AD%E4%BB%A4&qid=1765779324&sprefix=%E7%8E%89%E6%98%AD%E4%BB%A4%2Caps%2C222&sr=8-2&linkCode=ll2&tag=poupe-22&linkId=33e362ceed5defc3effdce934602ec8c&language=ja_JP&ref_=as_li_ss_tl,"ファンタジー, ラブコメ, 歴史, SF, 転生, 泣ける, 感動, 癒し, ハッピーエンド, イケメン"
風起花抄 〜宮廷に咲く琉璃色の恋〜,https://poupe.hatenadiary.jp/search?q=%A8%77%B1%84%20%1C%AE%F7%6B%B2%4F%09%83%72%6E%4B%1C,https://www.amazon.co.jp/%E9%A2%A8%E8%B5%B7%E8%8A%B1%E6%8A%84%EF%BD%9E%E5%AE%AE%E5%BB%B7%E3%81%AB%E5%92%B2%E3%81%8F%E7%90%89%E7%92%83%E8%89%B2%E3%81%AE%E6%81%8B%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0B8QDCJNH?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2DVJEUMLEWUFI&dib=eyJ2IjoiMSJ9.2IRbep53GMsnPjoixbFPlSyyU8dGsv7K-elMTpPD3gXPBD8qKfJlREl-fTguQ95K39trDEJtR8HNB6EMwtPBsJZqvw2k0lBN9pjrOXLLR-BG4FZxUVWo6vbTFn6947uehXkUCqVPeofgPJbz7QQG-Dav4fFTAZO6maSDkDMc1R9dXiDxSrTvsD-p72svvOEqvBYbq3DLVWlgO5OYOKwm2Ej35NJSY7GGX8eW2FnHORfJgqCXiOYq0jVL_LCNVwmu49thIcPm7-J41JeLWaBpMdSIKwjTGb6V6rAA44rDuj8.CS3aGV-40z-rW3Pi7wdMipo9jqqiTGiLNkMBspKIgJE&dib_tag=se&keywords=%E9%A2%A8%E8%B5%B7%E8%8A%B1%E6%8A%84+%E3%80%9C%E5%AE%AE%E5%BB%B7%E3%81%AB%E5%92%B2%E3%81%8F%E7%90%89%E7%92%83%E8%89%B2%E3%81%AE%E6%81%8B%E3%80%9C&qid=1765779339&sprefix=%E9%A2%A8%E8%B5%B7%E8%8A%B1%E6%8A%84+%E5%AE%AE%E5%BB%B7%E3%81%AB%E5%92%B2%E3%81%8F%E7%90%89%E7%92%83%E8%89%B2%E3%81%AE%E6%81%8B+%2Caps%2C200&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=e7494352b8c143f0d6a8dadbce570af2&language=ja_JP&ref_=as_li_ss_tl,"宮廷, 復讐, 秘密, 泣ける, 俳優, ラブストーリー"
上陽賦 〜運命の王妃〜,https://poupe.hatenadiary.jp/search?q=%0A%7D%E6%20%1C%4B%7D%6E%8B%83%1C,https://www.amazon.co.jp/%E4%B8%8A%E9%99%BD%E8%B3%A6%EF%BD%9E%E9%81%8B%E5%91%BD%E3%81%AE%E7%8E%8B%E5%A6%83%EF%BD%9E/dp/B0FJNQ1YYK?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1ZCNA4B8QXZT9&dib=eyJ2IjoiMSJ9.gdZhKu2qjy9fGSrQ9XgKQSHMS2HoljkhG4C89YijE3Px3sA4MhzMiMEMQSOGxOBjywmZpXLAvi0B3tV0N66eFvaS3f7-_y6WqfC2WCjj4T7im-5B4bGDwblVMDOD63oLKPtPpXAj0RrCqHYfTWfEL5KPcDV2-lyNcwy-6HQfFJ6__Kwq8v9cAmsGncud324ED_YT-UjzyBIDDXXUEVzT8-0dVf6hFHJgoRoFsRouxUTiLPG45eCj44L0whQLIx8ke8MJOWp0iDJwIz1IjjplM29dpWb_foLCfqOAtZBhWp8.kU5H-RLHiofKahOfC5gzx6CiXxrxbK9HYKaEINzylsI&dib_tag=se&keywords=%E4%B8%8A%E9%99%BD%E8%B3%A6+%E3%80%9C%E9%81%8B%E5%91%BD%E3%81%AE%E7%8E%8B%E5%A6%83%E3%80%9C&qid=1765779357&sprefix=%E4%B8%8A%E9%99%BD%E8%B3%A6+%E9%81%8B%E5%91%BD%E3%81%AE%E7%8E%8B%E5%A6%83+%2Caps%2C210&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=4a1858059421ed5f5acb2ae9b5c91e9f&language=ja_JP&ref_=as_li_ss_tl,"復讐, 秘密, 泣ける, 甘い, 宮廷, 時代劇"
宮廷恋仕官 〜ただいま殿下と捜査中〜,https://poupe.hatenadiary.jp/search?q=%AE%F7%4B%D5%98%20%1C%5F%60%44%7E%BF%0B%68%5C%FB%2D%1C,https://www.amazon.co.jp/%E5%AE%AE%E5%BB%B7%E6%81%8B%E4%BB%95%E5%AE%98%EF%BD%9E%E3%81%9F%E3%81%A0%E3%81%84%E3%81%BE%E6%AE%BF%E4%B8%8B%E3%81%A8%E6%8D%9C%E6%9F%BB%E4%B8%AD%EF%BD%9E/dp/B0CJRGMFFD?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3O1J16BHVVMUK&dib=eyJ2IjoiMSJ9.DGkPGwR0yLs4vepYwOZf_ygHYqf8dxiZGHA68oZKakobKLUQtwWnPxY-9OTxNe-uikOz5r8XqxG5y0UQ9QES3sE4oHzIa-WJNTRpOUazvOzhFWvDzAPA0PVrWVwWsBfSZtrBUK_aA3uxm2ms0XP6xP9yewDCqWaPPxjTwlEO1TtJ4YqKrN9yUNuiAarua_e7RiDtch64n0xiMvm8ItBYWgzNnZ0C_1Hwjp_e-XmDaJdDuu7NqS8xNoZgTVzwBKNd0dGgiwdmoFZliLYYDDr9le6kk1DsH8bSxmPP5y1iUVI.qIiqJi2YoCs8j94s05qB7nZ04i-X83YCXpq8K1H4mOk&dib_tag=se&keywords=%E5%AE%AE%E5%BB%B7%E6%81%8B%E4%BB%95%E5%AE%98+%E3%80%9C%E3%81%9F%E3%81%A0%E3%81%84%E3%81%BE%E6%AE%BF%E4%B8%8B%E3%81%A8%E6%8D%9C%E6%9F%BB%E4%B8%AD%E3%80%9C&qid=1765779374&sprefix=%E5%AE%AE%E5%BB%B7%E6%81%8B%E4%BB%95%E5%AE%98+%E3%81%9F%E3%81%A0%E3%81%84%E3%81%BE%E6%AE%BF%E4%B8%8B%E3%81%A8%E6%8D%9C%E6%9F%BB%E4%B8%AD+%2Caps%2C197&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=a82924c34d46dd919dc268fcd83819c9&language=ja_JP&ref_=as_li_ss_tl,"宮廷, 秘密, コメディ, イケメン, ラブストーリー"
天地に問う～Under the Microscope～,https://poupe.hatenadiary.jp/search?q=%29%30%6B%4F%46%5EUnder%20the%20Microscope%5E,https://www.amazon.co.jp/%E5%A4%A9%E5%9C%B0%E3%81%AB%E5%95%8F%E3%81%86%EF%BD%9EUnder-the-Microscope%EF%BD%9E/dp/B0FL678B3D?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1RW7P33J4DXT7&dib=eyJ2IjoiMSJ9.bw3CTs9VRy2FjVHKn5UZezqtZ-ARn_Sdp7QISmnOnDpmx7rbFScmWUif9zd-mhfE0XTt4vOYUIutGG88sja7t1HlvtGV2iUAM6pmON8eLFr4Hgi2RaQcVXEwtnKVMAA_ooxRh9e2LKL3yxT4wyl7P3ICCY9ZYm3OIyPTZn1EmxLXyrw6eGJpF9tTxFZtf7Tp.jiFgf7P4dNtXLHhDvgtDAR6Q7tW3Mz-hB5gbfQaG3Kc&dib_tag=se&keywords=%E5%A4%A9%E5%9C%B0%E3%81%AB%E5%95%8F%E3%81%86%EF%BD%9EUnder+the+Microscope%EF%BD%9E&qid=1765779389&sprefix=%E5%A4%A9%E5%9C%B0%E3%81%AB%E5%95%8F%E3%81%86+under+the+microscope+%2Caps%2C199&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=6fa889e615eef37806610a1f9e32e75d&language=ja_JP&ref_=as_li_ss_tl,"ファンタジー, 歴史, 転生, コメディ, 癒し, イケメン, 俳優"
狂飆,https://poupe.hatenadiary.jp/search?q=%C2%C6,https://www.amazon.co.jp/%E7%8B%82%E9%A3%86-%E3%81%8D%E3%82%87%E3%81%86%E3%81%B2%E3%82%87%E3%81%86-End-Beginning/dp/B0DRRF33K2?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1AO4V4G0C0DX9&dib=eyJ2IjoiMSJ9.ZDyjla-A9yZIdwApXIdvwtUx_lBJGBAndcyzhdTihQJ5wR-K10fZ8pJmuNDSqPL7ZgmZve6reiufYAJqqc9kE9clh6b595Gqsj2tPsWVQ2d3br99YcPJSEcudgBK1K9O7-83RvgtHXGiPGNiWLZ1aFXW_bMumleFQqSU7_LL4vD5WggJk4weAcoomQ2zFfG5JWi_8yfw6lUxlodUiYgy_GafuSKarNur3J2oDuxPt2iU4NEx8mK-btPPwjvXAdzw2xAm28NQ3LRn5pAv6NwS7v40ilzjK3XOFc0dmJQYPek.09HihnIi1gR-2dW2hpLF8E3aiv2kEDZOCwWCqgU3WSs&dib_tag=se&keywords=%E7%8B%82+%E4%B8%AD%E5%9B%BD%E3%83%89%E3%83%A9%E3%83%9E&qid=1765779421&sprefix=%E7%8B%82+%E4%B8%AD%E5%9B%BD%E3%83%89%E3%83%A9%E3%83%9E%2Caps%2C170&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=388c171c6eb8069d675ac404aa4ff58c&language=ja_JP&ref_=as_li_ss_tl,"ホラー, 復讐, 仲間, 泣ける, 胸キュン, 切ない, シリアス, ドキドキ, 俳優"
狼殿下 -Fate of Love-,https://poupe.hatenadiary.jp/search?q=%FC%BF%0B%20-Fate%20of%20Love-,https://www.amazon.co.jp/%E7%8B%BC%E6%AE%BF%E4%B8%8B-Fate-of-Love-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0B5JR1691?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=HOHXF0GZU6WR&dib=eyJ2IjoiMSJ9.4AgtYh8uBCpPfbOT1Xe5N_gpNYwH3DMVjHaLhOP5bbTtygZFnf8MdZcQ842Vk9uGDqQKPtZ4OqafS9yAyRd9buW3rjOk6HgYxO0LmohVjL0rt8js_zkhPhTfOrn0wi4_btFlFxBCIsZA78YWs5PZDG-8aTbTi0PFPtPgKsBou6VQIEuZsv3AWBhrk28AKckvqRO_Pk66UtF3ZaxKlGKle7VSzTGnG3zZbN7j7UmLtAPlShBsdWuV2Wbt3128-K7cXbDnlRAKjq_MJ1X_Cbwi2xHDzeFPnByJWIcmxtrlmlI.3lCVTmaiy1jBxekyWUzY7exJ2PtVi6B5XMH4ZiEbKfI&dib_tag=se&keywords=%E7%8B%BC%E6%AE%BF%E4%B8%8B+-Fate+of+Love-&qid=1765779450&sprefix=%E7%8B%BC%E6%AE%BF%E4%B8%8B+-fate+of+love-%2Caps%2C208&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=1e370956d9d6bf100077f4d3ca0f3d9c&language=ja_JP&ref_=as_li_ss_tl,"ホラー, 復讐, 中国ドラマ, 華流"
夢織姫 〜秘密の貴公子に恋をして〜,https://poupe.hatenadiary.jp/search?q=%22%54%EB%20%1C%D8%C6%6E%B4%6C%50%6B%4B%92%57%66%1C,https://www.amazon.co.jp/%E5%A4%A2%E7%B9%94%E5%A7%AB%EF%BD%9E%E7%A7%98%E5%AF%86%E3%81%AE%E8%B2%B4%E5%85%AC%E5%AD%90%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0B8Q6QL4X?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3A5GPE04XK1MQ&dib=eyJ2IjoiMSJ9.iiab_zbuvB-LnYfhk7gFg0ue29xMNVGEugOfnB8gAiAIQYfzsjATgVa0znEtK3tJAWPo3QYQ69GPi9E285vstkm4SEohUIkP52WPjEhBor7vZvLyo3t2xvJiCcDRq3wcbpFkIfbYftA1XA9NIkFqhsTeJGR4m2t_zoG-zOh0aH5f7LaFxSvINMYlfiEK0A3xpXVgWdwwL4B42FWKDUgNsEFHaDnknOeN3ITGwZOg4H0Zj8LZBzK4Pzd7oqJZ_M48ymzTewJZIYAaGZj_tO8LzU_pPUfYZPkvbChxZh19lKA.aR_u_aJaTCnINK7Of3PKgO9xlY8GjANgeAmD99XiMTg&dib_tag=se&keywords=%E5%A4%A2%E7%B9%94%E5%A7%AB+%E3%80%9C%E7%A7%98%E5%AF%86%E3%81%AE%E8%B2%B4%E5%85%AC%E5%AD%90%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6%E3%80%9C&qid=1765779465&sprefix=%E5%A4%A2%E7%B9%94%E5%A7%AB+%E7%A7%98%E5%AF%86%E3%81%AE%E8%B2%B4%E5%85%AC%E5%AD%90%E3%81%AB%E6%81%8B%E3%82%92%E3%81%97%E3%81%A6+%2Caps%2C196&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=490c8c8ce5c5f81053b03f79c6ede30d&language=ja_JP&ref_=as_li_ss_tl,"ファンタジー, ラブコメ, 秘密, イケメン, ラブストーリー"
孤城閉 〜仁宗、その愛と大義〜,https://poupe.hatenadiary.jp/search?q=%64%CE%89%20%1C%C1%97%01%5D%6E%1B%68%27%A9%1C,https://www.amazon.co.jp/%E5%AD%A4%E5%9F%8E%E9%96%89%EF%BD%9E%E4%BB%81%E5%AE%97%E3%80%81%E3%81%9D%E3%81%AE%E6%84%9B%E3%81%A8%E5%A4%A7%E7%BE%A9%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0B7G56VM4?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1VGAQD4QATKTG&dib=eyJ2IjoiMSJ9.tc9YXapbrYmnf1g8zssEq2IiIHBN07TQVMe7_zBRCLcOpqNspAUAnvJuf9BF-s9KsIjQ9ofbKUGmrO5IZXGoinov6li5xOilJE4JdoghG0KuO_nX60fbJiwsOfXCXOF-9lvLs3ff4d5znKLCqBYDY5MMQJ1VfwCM7i1xpwvaKmlX19lBxIRKzLIGZI-fn1-idk-PVmlq__DRkiatcfWbxFMksXMuZ5AzFf1tfKcgF6dYLJEK45D3IBxtHGdNLLr2rFyQwhxyhavlwFUvjCF3DHV7OdaPFMGhBOluaCA5CLk.icqo5cPorZYIXrLk6ANgX9YKmwI9NRl-N_gjj-BiUS8&dib_tag=se&keywords=%E5%AD%A4%E5%9F%8E%E9%96%89+%E3%80%9C%E4%BB%81%E5%AE%97%E3%80%81%E3%81%9D%E3%81%AE%E6%84%9B%E3%81%A8%E5%A4%A7%E7%BE%A9%E3%80%9C&qid=1765779480&sprefix=%E5%AD%A4%E5%9F%8E%E9%96%89+%E4%BB%81%E5%AE%97+%E3%81%9D%E3%81%AE%E6%84%9B%E3%81%A8%E5%A4%A7%E7%BE%A9+%2Caps%2C194&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=2f67576cfa885139f451e5f5515ec6f6&language=ja_JP&ref_=as_li_ss_tl,"ホラー, ドロドロ, 仲間, 転生, 陰謀, 泣ける, 癒し, イケメン, 俳優, ラブストーリー"
